Source Target Weight
Wu ZilanLiu Bei6
Chen GongLiu Bei10
Chen GongLü Bu9
Chen GongCao Cao17
Chen GongZhang Fei4
Ji LingLiu Bei15
Ji LingZhang Fei8
Ji LingLü Bu6
Zhang BenZhang Fei4
Hou ChengLiu Bei5
Hou ChengCao Cao7
Xiahou DunLü Bu7
Xiahou DunZhang Fei28
Xiahou DunCao Cao49
Xiahou DunGuan Yu10
Xiahou DunYuan Shao6
Xiahou DunZhuge Liang21
Xiahou DunZhao Yun8
Xiahou DunLiu Bei6
Zhang LiaoCao Cao18
Zhang LiaoLiu Bei10
Zhang LiaoGuan Yu6
Zhang LiaoZhang Fei8
the Prince of Jingthe Prince of Ji9
the Prince of JingLiu Bei20
the Prince of JingLiu Biao6
the Prince of JingZhao Yun5
the Prince of JingCao Cao8
Ji PingCao Cao18
Ji PingLiu Bei6
Che ZhouLiu Bei5
August EmperorLiu Bei4
Zhao YunGuan Yu33
Zhao YunLiu Bei86
Zhao YunZhang Fei26
Zhao YunDong Zhuo16
Zhao YunCao Cao32
Zhao YunThe emperor4
Zhao YunWang Yun10
Zhao Yunthe Prince of Ji13
Zhao YunLü Bu4
Zhao YunYuan Shao10
Zhao YunWen Chou4
Zhao YunLiu Biao5
Zhao Yunthe Prince of Jing5
Zhao YunZhuge Liang13
Zhao YunXiahou Dun8
Zhao YunConsort Gan4
Xu YouCao Cao4
Wen ChouCao Cao7
Wen ChouGuan Yu6
Wen ChouLiu Bei9
Wen ChouZhao Yun4
Gong GuLiu Bei6
Cai YangGuan Yu6
Cai YangZhang Fei6
Cai YangCao Cao6
Kuai YueLiu Bei12
Kuai YueCao Cao4
Cai MaoLiu Bei9
Xu ShuZhang Fei4
Xu ShuLiu Bei16
Xu ShuCao Cao12
Xu ShuZhuge Liang6
Liu CongCao Cao4
Liu CongLiu Bei4
Consort GanZhao Yun4
Consort GanCao Cao4
