Source Target Weight
Ju ShouCao Cao5
Xu YouTian Feng4
Xu YouYuan Shao13
Xu YouPeng Ji4
Xu YouShen Pei6
Xu YouCao Cao14
Zhao YunYuan Shao4
Zhao YunGongsun Zan7
Zhao YunLiu Bei27
Zhao YunGuan Yu13
Zhao YunZhang Fei9
Zhao YunCai Mao5
Huang ZuSun Jian5
Huang ZuLiu Biao7
Huang ZuHuang Gai5
Sun QuanSun Ce5
Sun QuanSouth Land4
Sun QuanZhou Yu5
Sun QuanLu Su5
Sun CeSun Jian5
Sun CeSun Quan5
Sun CeLiu Biao7
Sun CeCheng Pu5
Sun CeTaishi Ci17
Sun CeYuan Shu14
Sun CeZhu Zhi4
Sun CeHuang Gai4
Sun CeZhou Yu6
Sun CeZhang Hong5
Sun CeZhang Zhao4
Sun CeZhang Ying4
Sun CeZhang Yi4
Sun CeLiu Yao8
Sun CeSouth Land6
Sun CeYan Baihu4
Sun CeWang Lang5
Sun CeYu Fan4
Sun CeCao Cao16
Sun CeLiu Bei5
Sun CeChen Zhen4
Sun CeYu Ji12
Diao ChanLu Bu14
Diao ChanPrime Minister4
Diao ChanDong Zhuo6
Jia XuLi Jue11
Jia XuGuo Si4
Jia XuCao Cao13
Jia XuLiu Biao5
Jia XuZhang Xiu11
Zhuge LiangXu Shu4
Zhuge LiangLiu Bei10
Zhuge LiangCui Zhouping4
Li MengWang Fang9
Wang FangLi Meng9
Han SuiMa Teng6
Han SuiFan Chou4
Xun YuYuan Shao6
Xun YuXun You6
Xun YuCao Cao26
Xun YuCheng Yu8
Xun YuGuo Jia5
Xun YuYu Ji4
Xun YuXiahou Dun5
Xun YuYu Jin4
Xun YuCao Ren5
Xun YuLu Bu7
Xun YuLiu Bei6
Xun YuMi Heng5
Guo JiaXun Yu5
Guo JiaCheng Yu7
Guo JiaMan Chong4
Guo JiaYu Ji4
Guo JiaCao Cao17
Guo JiaYu Jin4
Guo JiaLiu Bei6
Guo JiaCao Ren4
Guo JiaYuan Shao4
Man ChongYu Ji4
Man ChongGuo Jia4
Man ChongYu Jin4
Man ChongXu Huang6
Liu YeCao Cao6
Yu JiMan Chong4
Yu JiGuo Jia4
Yu JiCao Cao22
Yu JiYu Jin32
Yu JiXun Yu4
Yu JiCheng Yu5
Yu JiXiahou Dun11
Yu JiDian Wei4
Yu JiLiu Bei5
Yu JiCao Hong5
Yu JiLi Dian13
Yu JiYue Jin10
Yu JiZhang Liao9
Yu JiXiahou Yuan6
Yu JiXu Chu13
Yu JiCao Ren5
Yu JiXu Huang10
Yu JiXun You4
Yu JiSun Ce12
Yu JinMan Chong4
Yu JinYu Ji32
Yu JinGuo Jia4
Yu JinCao Cao21
Yu JinXun Yu4
Yu JinCheng Yu5
Yu JinXiahou Dun11
Yu JinDian Wei4
Yu JinLiu Bei5
Yu JinCao Hong5
Yu JinLi Dian13
Yu JinYue Jin10
Yu JinZhang Liao9
Yu JinXiahou Yuan6
Yu JinXu Chu13
Yu JinCao Ren5
Yu JinXu Huang10
Yu JinXun You4
Dian WeiCao Cao22
Dian WeiYu Ji4
Dian WeiXiahou Dun6
Dian WeiYu Jin4
Dian WeiLi Dian6
Dian WeiLu Bu5
Dian WeiYue Jin4
Dian WeiXiahou Yuan4
Dian WeiXu Chu5
Mi ZhuCao Cao12
Mi ZhuTao Qian6
Mi ZhuKong Rong5
Mi ZhuImperial Protector4
Mi ZhuChen Deng5
Mi ZhuLiu Bei15
Mi ZhuSun Qian9
Mi ZhuLu Bu4
Mi ZhuZhang Fei7
Mi ZhuGuan Yu6
Mi ZhuJian Yong5
Chen DengMi Zhu5
Chen DengLiu Bei11
Chen DengChen Gui8
Chen DengCao Cao10
Chen DengLu Bu16
Chen DengChen Gong7
Chen DengHan Xian5
Taishi CiKong Rong6
Taishi CiSun Ce17
Liu YaoImperial Protector5
Liu YaoSun Ce8
Xue LanLu Bu4
Xue LanLi Feng4
Xue LanCao Cao4
Li FengXue Lan4
Li FengCao Cao4
Song XianZhang Liao5
Song XianLu Bu11
Song XianWei Xu11
Song XianGao Shun4
Cao XiLu Bu4
Cao XiCao Cao5
Zhang LiaoSong Xian5
Zhang LiaoLu Bu15
Zhang LiaoWei Xu5
Zhang LiaoCao Cao33
Zhang LiaoYue Jin5
Zhang LiaoCao Hong4
Zhang LiaoYu Ji9
Zhang LiaoGao Shun12
Zhang LiaoYu Jin9
Zhang LiaoZhang Fei5
Zhang LiaoGuan Yu24
Zhang LiaoLiu Bei10
Zhang LiaoXu Huang15
Zhang LiaoXiahou Yuan4
Zhang LiaoPrime Minister6
Zhang LiaoXu Chu14
Zhang LiaoXiahou Dun7
Zhang LiaoLi Dian6
Zhang LiaoYuan Shao5
Zhang LiaoZhang He4
Zhang LiaoYuan Shang5
Hou ChengLu Bu8
Hou ChengWei Xu5
Hou ChengCao Cao7
Hou ChengGao Shun5
Wei XuSong Xian11
Wei XuZhang Liao5
Wei XuLu Bu13
Wei XuHou Cheng5
Wei XuCao Cao4
Wei XuGao Shun5
Gao ShunLu Bu19
Gao ShunHou Cheng5
Gao ShunWei Xu5
Gao ShunCao Cao12
Gao ShunSong Xian4
Gao ShunZhang Liao12
Gao ShunYuan Shu4
Gao ShunChen Gong4
Gao ShunLiu Bei10
Sun QianMi Zhu9
Sun QianZhang Fei12
Sun QianLu Bu4
Sun QianLiu Bei28
Sun QianCao Cao9
Sun QianJian Yong6
Sun QianGuan Yu24
Sun QianYuan Shao7
Sun QianLiu Pi4
Xu ChuCao Cao29
Xu ChuLi Dian14
Xu ChuXiahou Yuan7
Xu ChuYue Jin9
Xu ChuYu Ji13
Xu ChuCheng Yu4
Xu ChuXiahou Dun12
Xu ChuDian Wei5
Xu ChuYu Jin13
Xu ChuCao Ren5
Xu ChuXu Huang14
Xu ChuPrime Minister4
Xu ChuCao Hong4
Xu ChuXun You4
Xu ChuZhang Liao14
Xu ChuLiu Bei6
Xu ChuGao Lan4
Xu ChuYuan Shao5
Shen PeiCao Cao11
Shen PeiXu You6
Shen PeiYuan Shao9
Shen PeiWen Chou4
Shen PeiPeng Ji10
Shen PeiGuo Tu8
Shen PeiXin Pi5
Shen PeiYuan Shang11
Huangfu LiGuo Si4
Huangfu LiLi Jue7
Yang FengGuo Si8
Yang FengLi Jue7
Yang FengXu Huang5
Yang FengDong Cheng7
Yang FengLi Yue5
Yang FengHan Xian14
Yang FengYang Feng and Han Xian5
Yang FengCao Cao5
Yang FengYuan Shu4
Yang FengLu Bu4
Xu HuangYang Feng5
Xu HuangCao Cao20
Xu HuangXu Chu14
Xu HuangMan Chong6
Xu HuangCao Ren4
Xu HuangXiahou Yuan6
Xu HuangYue Jin7
Xu HuangYu Ji10
Xu HuangXiahou Dun7
Xu HuangXun You4
Xu HuangYu Jin10
Xu HuangLi Dian9
Xu HuangZhang Liao15
Xu HuangYuan Shao4
Dong ChengGuo Si4
Dong ChengLi Jue4
Dong ChengYang Feng7
Dong ChengLi Yue4
Dong ChengPrime Minister5
Dong ChengCao Cao15
Dong ChengWang Zifu8
Dong ChengMa Teng6
Dong ChengLiu Bei6
Dong ChengJi Ping6
Li YueGuo Si4
Li YueLi Jue4
Li YueDong Cheng4
Li YueYang Feng5
Han XianYang Feng14
Han XianYang Feng and Han Xian5
Han XianChen Deng5
Han XianLu Bu5
Yang Feng and Han XianHan Xian5
Yang Feng and Han XianYang Feng5
Dong ZhaoCao Cao4
Ji LingYuan Shu6
Ji LingLiu Bei14
Ji LingGuan Yu4
Ji LingLu Bu8
Zhu ZhiSun Ce4
Zhou YuSun Ce6
Zhou YuSun Quan5
Zhang HongSun Ce5
Zhang HongCao Cao4
Zhang ZhaoSun Ce4
Zhang YingZhang Yi7
Zhang YingSun Ce4
Zhang YiZhang Ying7
Zhang YiSun Ce4
Zhang YiMa Yan5
Zhang YiYuan Shang5
Jiang QiYuan Shao4
Jiang QiCao Cao4
Yan BaihuSun Ce4
Wang LangSun Ce5
Yu FanSun Ce4
Han YinYuan Shu4
Han YinLu Bu6
Chen GuiChen Deng8
Chen GuiLu Bu7
Chen GuiLiu Bei4
Chen GuiCao Cao4
Zhang XiuJia Xu11
Zhang XiuLiu Biao16
Zhang XiuLu Bu4
Zhang XiuCao Cao28
Zhang XiuYuan Shao5
Cao AminCao Cao5
Jian YongSun Qian6
Jian YongLiu Bei9
Jian YongCao Cao5
Jian YongZhang Fei4
Jian YongMi Zhu5
Che ZhouLiu Bei4
Wang ZifuDong Cheng8
Wang ZifuCao Cao6
Guo TuCao Cao10
Guo TuYuan Shao6
Guo TuGao Lan5
Guo TuShen Pei8
Guo TuPeng Ji6
Guo TuZhang He4
Guo TuXin Ping4
Guo TuXin Pi4
Guo TuYuan Tan10
Gao LanGuo Tu5
Gao LanZhang He14
Gao LanYuan Shao8
Gao LanXu Chu4
Gao LanCao Cao10
Zhang HeGuo Tu4
Zhang HeGao Lan14
Zhang HeYuan Shao6
Zhang HeZhang Liao4
Zhang HeCao Cao9
Wang ZhongLiu Dai5
Wang ZhongCao Cao5
Wang ZhongLiu Bei4
Wang ZhongGuan Yu4
Mi HengXun Yu5
Mi HengCao Cao4
Ji PingDong Cheng6
Ji PingCao Cao13
Han SongCao Cao4
Quin QuingtonCao Cao4
Yuan TanYuan Shao5
Yuan TanCao Cao29
Yuan TanYuan Xi4
Yuan TanYuan Shang17
Yuan TanGuo Tu10
Yuan TanXin Ping6
Yuan TanXin Pi8
Yuan TanPeng Ji4
Yuan TanPrime Minister4
Yuan TanLiu Biao5
Liu PiGong Du7
Liu PiLiu Bei9
Liu PiSun Qian4
Liu PiGuan Yu4
Gong DuLiu Pi7
Gong DuGuan Yu6
Gong DuLiu Bei5
Gong DuZhang Fei4
Chen ZhenYuan Shao4
Chen ZhenCao Cao4
Chen ZhenSun Ce4
Du YuLiao Hua4
Liao HuaDu Yu4
Wang ZhiGuan Yu4
Kong XiuGuan Yu6
Zhou CangGuan Yu8
Zhou CangLiu Bei4
Guan DingGuan Yu4
Guan PingGuan Yu6
Guan PingLiu Bei5
Lu SuSun Quan5
Yuan ShangYuan Shao6
Yuan ShangZhang Liao5
Yuan ShangCao Cao28
Yuan ShangYuan Tan17
Yuan ShangYuan Xi11
Yuan ShangShen Pei11
Yuan ShangLiu Biao4
Yuan ShangLu Xiang5
Yuan ShangZhang Yi5
Yuan ShangMa Yan6
Yuan ShangGongsun Kang4
Yuan XiYuan Shao4
Yuan XiYuan Tan4
Yuan XiYuan Shang11
Yuan XiCao Cao7
Lu XiangCao Cao5
Lu XiangYuan Shang5
Ma YanZhang Yi5
Ma YanYuan Shang6
Tian ChouCao Cao5
Gongsun KangYuan Shang4
Lady CaiLiu Bei4
Yi JiLiu Bei4
San FuLiu Bei6
San FuCao Ren4
Xu ShuZhuge Liang4
Xu ShuCao Cao5
Xu ShuLiu Bei7
Lady XuLady Xun5
Lady XunLady Xu5
Cui ZhoupingZhuge Liang4
